,input,answer
457,"The song was written by the American singer-songwriter, and producer, Drake. It is a pop ballad that features an acoustic guitar and piano accompaniment. The lyrics are about a man who has fallen in love with his girlfriend but feels like he's losing her because of their busy schedules.","['Max Martin', 'Johan Schuster', 'Justin Timberlake']"
458,"The second season of the show will premiere on Netflix in 2019. It is expected to be released sometime between April and June, but an exact date has not been announced yet.","['June 22, 2018']"
459,"Frank Sinatra first sang New York, New York in 1978. The song was written by John Kander and Fred Ebb for the musical ""New York, New York"" which premiered on Broadway in 1976. It is one of Sinatra's most famous songs and has been covered by many other artists over the years.","['1980', '1979']"
460,"The Salvation Army's Christmas collection kettle was first introduced in 1891. It was created by William Booth, the founder of the Salvation Army. He wanted to raise money for his organization and decided that a kettle would be an effective way to do so.","['San Francisco', 'in San Francisco']"
461,"Jojo is a character in the book Horton Hears a Who. He is an elephant who hears voices coming from Whoville, which are actually people living on the planet of Whoville.",['Jesse McCartney']
462,"The song played while raising the American flag is ""The Star-Spangled Banner"". It was written by Francis Scott Key in 1814 and became the national anthem of the United States in 1932.","['Reveille', '""Reveille""']"
463,"This poster was created to increase support for the war effort. The poster links food rationing to patriotism, and it is a reminder that everyone must do their part in order for the country to win the war.",['aiding the war effort']
464,"Cadbury sells its products in over 50 countries around the world. The company has a strong presence in Europe, Asia Pacific and North America. In addition to chocolate bars, Cadbury also produces other confectionery items such as gummi bears and marshmallows.","['more than 50 countries worldwide', 'more than 50']"
465,"McDonald's sold its 1 millionth burger in 1957. The restaurant was located in Des Plaines, Illinois and the customer who purchased the burger was a local resident named George Crum.",['By 1965']
466,"The Supreme Court of the Philippines is the highest court in the country. It has original jurisdiction over all cases involving constitutional issues, and it also hears appeals from lower courts on questions of law. In addition to its judicial functions, it also serves as an administrative body for other branches of government and provides legal advice to both executive agencies and legislative bodies.",['Justices']
467,"The last episode of Adventure Time aired on January 3, 2018. It was titled ""Come Along With Me"" and it was the series finale.",['TBA']
468,"The cast members of NCIS New Orleans are Scott Bakula as Special Agent Dwayne Pride, Lucas Black as Christopher LaSalle, Zoe McLellan as Meredith Brody and CCH Pounder.","['Zoe McLellan', 'Lucas Black', 'Daryl ""Chill"" Mitchell', 'Shalita Grant', 'Rob Kerkovich', 'Vanessa Ferlito', 'Daryl Mitchell', 'Scott Bakula', 'CCH Pounder']"
469,"The word ""science"" is used to describe knowledge about the universe and method of obtaining that knowledge. Science can be divided into two categories, natural science and social science. Natural sciences include physics, chemistry, biology etc., while social sciences include economics, sociology etc..","['epistemology', 'Empiricism']"
470,Van Gogh painted 15 paintings of sunflowers. The first painting was completed in August 1887 and the last one was finished in October 1890.,['two']
471,"The $1 000 bill was discontinued in 1969. It was the last denomination of U.S currency to be printed and it is still legal tender today, but not commonly used due to its high value and low circulation rate compared with other denominations such as $2 bills or even pennies!","['1969', 'December 27, 1945', 'July 14, 1969']"
472,"The population of Prince Edward Island is 145,000. It is the smallest province in Canada and has a land area of 2,368 square miles.","['142,907 residents', '142,907']"
473,"There are 35 female CEOs of Fortune 500 companies. The number has increased from the previous year, when there were only 24 women in this position.",['32']
474,"The Orinoco River is located in South America. It flows through Venezuela and Colombia, before emptying into the Atlantic Ocean. The river has a length of 1,640 miles (2,640 km) and drains an area of about 589,730 square miles (1.5 million sq km).",['in South America']
475,The Debating Club was established in Almora in 1905. It is a non-profit organization that provides debates and other activities for students of all ages.,"['1871 A.D.', '1871']"
476,The Boston Red Sox pitched a no-hitter in 2019. It was the first time since 1986 that they had done so.,"['May 19, 2008']"
477,"The French chef Auguste Escoffier is given credit for developing the classic kitchen brigade system. He was a famous chef who worked in many restaurants and hotels throughout his career, including the Savoy Hotel in London and the Carlton Hotel in Paris. His innovations included creating new dishes such as peach melba, which he named after soprano Nellie Melba; inventing modern methods of cooking that reduced waste; introducing uniforms for chefs to wear while working; establishing strict standards of hygiene within kitchens by requiring all staff members to wear gloves when handling food or utensils (this practice became known as ""Escoffier's Law""); founding Le Cordon Bleu culinary school with fellow chefs Georges Pralus & Gaston Lenotre​ ​in 1895​ .",['Georges Auguste Escoffier']
478,"The Cannes Film Festival takes place every year in May. It is a prestigious film festival that has been held since 1946 and attracts many of the world's most famous actors, directors, producers and other industry professionals.","['Cannes, France', 'usually in May']"
479,"The dad in Pretty in Pink is played by John Cusack. He plays the role of Duckie, a high school student who has a crush on Andie (played by Molly Ringwald).",['Harry Dean Stanton']
480,"Unsaturated fats are comprised of lipids that contain one or more double bonds. They can be found in many foods, including vegetable oils and nuts. The most common unsaturated fat is linoleic acid, which is found in soybean oil and corn oil. Other types of unsaturated fats include monounsaturated fatty acids (MUFAs) and polyunsatured fatty acids (PUFAs). MUFAs are made up of two carbon atoms connected by a single bond; PUFA's have three carbon atoms connected by two bonds..","['double bond', 'at least one double bond']"
